x,y,z,q0,q1,q2,q3,gripper_state
0.800000011920929,-0.05000000074505806,0.05000000074505806,1.0,0.0,0.0,-3.6732051285071066e-06,True
0.0,0.0,0.0,1.0,0.0,0.0,0.0,False
