x,y,z,q0,q1,q2,q3,gripper_state
0.5,-0.10000000149011612,0.05000000074505806,-0.3826834261417389,0.9238795042037964,0.0,0.0,True
0.0,0.0,0.0,1.0,0.0,0.0,0.0,False
